row_id,datetime,energy
75,04-03-2008 2.00,1009.608
76,04-03-2008 3.00,996.5985
77,04-03-2008 4.00,995.3595
78,04-03-2008 5.00,1010.139
79,04-03-2008 6.00,1087.0455
80,04-03-2008 7.00,1226.787
81,04-03-2008 8.00,1315.464
82,04-03-2008 9.00,1331.571
83,04-03-2008 10.00,1352.457
84,04-03-2008 11.00,1372.7235
85,04-03-2008 12.00,1382.4585
86,04-03-2008 13.00,1386.087
87,04-03-2008 14.00,1398.5655
88,04-03-2008 15.00,1393.6095
89,04-03-2008 16.00,1388.4765
90,04-03-2008 17.00,1382.1045
91,04-03-2008 18.00,1366.5285
92,04-03-2008 19.00,1360.068
93,04-03-2008 20.00,
94,04-03-2008 21.00,1427.7705
95,04-03-2008 22.00,1379.0955
96,04-03-2008 23.00,1282.9845
97,05-03-2008 0.00,1186.3425
98,05-03-2008 1.00,1109.082
99,05-03-2008 2.00,1073.151
100,05-03-2008 3.00,1055.451
101,05-03-2008 4.00,1054.389
102,05-03-2008 5.00,1062.885
103,05-03-2008 6.00,1130.145
104,05-03-2008 7.00,1273.7805
105,05-03-2008 8.00,1366.794
106,05-03-2008 9.00,1375.9095
107,05-03-2008 10.00,1373.4315
108,05-03-2008 11.00,1375.467
109,05-03-2008 12.00,1369.98
110,05-03-2008 13.00,1364.9355
111,05-03-2008 14.00,1367.325
112,05-03-2008 15.00,1350.4215
113,05-03-2008 16.00,1336.9695
114,05-03-2008 17.00,1336.4385
115,05-03-2008 18.00,1326.084
116,05-03-2008 19.00,1325.376
117,05-03-2008 20.00,1384.9365
118,05-03-2008 21.00,1416.6195
119,05-03-2008 22.00,1369.0065
120,05-03-2008 23.00,1285.02
121,06-03-2008 0.00,1198.3785
122,06-03-2008 1.00,1129.614
123,06-03-2008 2.00,1092.7095
124,06-03-2008 3.00,1078.992
125,06-03-2008 4.00,1076.514
126,06-03-2008 5.00,1093.506
127,06-03-2008 6.00,1164.66
128,06-03-2008 7.00,1298.9145
129,06-03-2008 8.00,1388.1225
130,06-03-2008 9.00,1382.016
131,06-03-2008 10.00,1376.0865
132,06-03-2008 11.00,1362.546
133,06-03-2008 12.00,1351.4835
134,06-03-2008 13.00,1339.6245
135,06-03-2008 14.00,1330.332
136,06-03-2008 15.00,1337.589
137,06-03-2008 16.00,1321.0395
138,06-03-2008 17.00,1325.6415
139,06-03-2008 18.00,1315.464
140,06-03-2008 19.00,1306.7025
141,06-03-2008 20.00,1364.847
142,06-03-2008 21.00,1389.981
143,06-03-2008 22.00,1350.4215
144,06-03-2008 23.00,1263.072
145,07-03-2008 0.00,1172.5365
146,07-03-2008 1.00,1104.834
147,07-03-2008 2.00,1066.779
148,07-03-2008 3.00,1039.4325
149,07-03-2008 4.00,1040.4945
150,07-03-2008 5.00,1065.6285
151,07-03-2008 6.00,1134.8355
152,07-03-2008 7.00,1273.869
153,07-03-2008 8.00,1368.4755
154,07-03-2008 9.00,1370.688
155,07-03-2008 10.00,1379.2725
156,07-03-2008 11.00,1380.3345
157,07-03-2008 12.00,1373.0775
158,07-03-2008 13.00,1372.458
159,07-03-2008 14.00,1375.9095
160,07-03-2008 15.00,1373.697
161,07-03-2008 16.00,1356.9705
162,07-03-2008 17.00,1351.041
163,07-03-2008 18.00,1325.022
164,07-03-2008 19.00,1331.217
165,07-03-2008 20.00,1393.167
166,07-03-2008 21.00,1406.5305
167,07-03-2008 22.00,1363.5195
168,07-03-2008 23.00,1270.7715
169,08-03-2008 0.00,1174.4835
170,08-03-2008 1.00,1103.418
171,08-03-2008 2.00,1066.071
172,08-03-2008 3.00,1039.7865
173,08-03-2008 4.00,1042.884
174,08-03-2008 5.00,1054.8315
175,08-03-2008 6.00,1115.985
176,08-03-2008 7.00,1257.4965
177,08-03-2008 8.00,1348.6515
178,08-03-2008 9.00,1353.7845
179,08-03-2008 10.00,1365.4665
180,08-03-2008 11.00,1375.7325
181,08-03-2008 12.00,1379.361
182,08-03-2008 13.00,1382.901
183,08-03-2008 14.00,1389.7155
184,08-03-2008 15.00,1385.1135
185,08-03-2008 16.00,1372.989
186,08-03-2008 17.00,1360.1565
187,08-03-2008 18.00,1337.766
188,08-03-2008 19.00,1321.305
189,08-03-2008 20.00,1355.3775
190,08-03-2008 21.00,1351.395
191,08-03-2008 22.00,1308.4725
192,08-03-2008 23.00,1236.9645
193,09-03-2008 0.00,1159.6155
194,09-03-2008 1.00,1080.939
195,09-03-2008 2.00,1026.3345
196,09-03-2008 3.00,997.6605
197,09-03-2008 4.00,984.0315
198,09-03-2008 5.00,979.164
199,09-03-2008 6.00,1005.006
200,09-03-2008 7.00,1038.3705
201,09-03-2008 8.00,1105.8075
202,09-03-2008 9.00,1156.0755
203,09-03-2008 10.00,1206.255
204,09-03-2008 11.00,1224.84
205,09-03-2008 12.00,1230.5925
206,09-03-2008 13.00,1222.893
207,09-03-2008 14.00,1217.1405
208,09-03-2008 15.00,
209,09-03-2008 16.00,1199.2635
210,09-03-2008 17.00,1195.5465
211,09-03-2008 18.00,1194.573
212,09-03-2008 19.00,1199.7945
213,09-03-2008 20.00,1249.797
214,09-03-2008 21.00,1247.319
215,09-03-2008 22.00,1203.6
216,09-03-2008 23.00,1146.606
217,10-03-2008 0.00,1070.496
218,10-03-2008 1.00,
219,10-03-2008 2.00,954.207
220,10-03-2008 3.00,936.33
221,10-03-2008 4.00,924.471
222,10-03-2008 5.00,922.701
223,10-03-2008 6.00,926.418
224,10-03-2008 7.00,961.287
225,10-03-2008 8.00,995.625
226,10-03-2008 9.00,1046.3355
227,10-03-2008 10.00,1094.037
228,10-03-2008 11.00,1122.357
229,10-03-2008 12.00,1135.0125
230,10-03-2008 13.00,1144.3935
231,10-03-2008 14.00,1151.8275
232,10-03-2008 15.00,1147.5795
233,10-03-2008 16.00,1146.429
234,10-03-2008 17.00,1153.2435
235,10-03-2008 18.00,1162.536
236,10-03-2008 19.00,1172.3595
237,10-03-2008 20.00,1244.841
238,10-03-2008 21.00,1253.337
239,10-03-2008 22.00,1218.645
240,10-03-2008 23.00,1159.2615
241,11-03-2008 0.00,1092.621
242,11-03-2008 1.00,1053.7695
243,11-03-2008 2.00,1027.839
244,11-03-2008 3.00,1024.9185
245,11-03-2008 4.00,1018.989
246,11-03-2008 5.00,1040.8485
247,11-03-2008 6.00,1111.383
248,11-03-2008 7.00,1248.1155
249,11-03-2008 8.00,1352.0145
250,11-03-2008 9.00,1364.7585
251,11-03-2008 10.00,1371.8385
252,11-03-2008 11.00,1381.3965
253,11-03-2008 12.00,1376.529
254,11-03-2008 13.00,1359.891
255,11-03-2008 14.00,1359.8025
256,11-03-2008 15.00,1360.245
257,11-03-2008 16.00,1346.7045
258,11-03-2008 17.00,1339.2705
259,11-03-2008 18.00,1332.7215
260,11-03-2008 19.00,1338.828
261,11-03-2008 20.00,1415.5575
262,11-03-2008 21.00,1414.3185
263,11-03-2008 22.00,1364.4045
264,11-03-2008 23.00,1275.9045
265,12-03-2008 0.00,1186.077
266,12-03-2008 1.00,1116.693
267,12-03-2008 2.00,1086.5145
268,12-03-2008 3.00,1066.5135
269,12-03-2008 4.00,1066.602
270,12-03-2008 5.00,1083.1515
271,12-03-2008 6.00,1156.872
272,12-03-2008 7.00,1299.6225
273,12-03-2008 8.00,1396.884
274,12-03-2008 9.00,1402.8135
275,12-03-2008 10.00,1402.371
276,12-03-2008 11.00,1392.105
277,12-03-2008 12.00,1376.2635
278,12-03-2008 13.00,1370.334
279,12-03-2008 14.00,1370.0685
280,12-03-2008 15.00,1361.2185
281,12-03-2008 16.00,1357.8555
282,12-03-2008 17.00,1347.9435
283,12-03-2008 18.00,1338.0315
284,12-03-2008 19.00,1356.9705
285,12-03-2008 20.00,1422.018
286,12-03-2008 21.00,1421.9295
287,12-03-2008 22.00,1374.228
288,12-03-2008 23.00,1289.0025
289,13-03-2008 0.00,1191.6525
290,13-03-2008 1.00,1124.304
291,13-03-2008 2.00,1085.0985
292,13-03-2008 3.00,1059.345
293,13-03-2008 4.00,1049.787
294,13-03-2008 5.00,1054.743
295,13-03-2008 6.00,1111.6485
296,13-03-2008 7.00,1246.434
297,13-03-2008 8.00,1339.6245
298,13-03-2008 9.00,1343.1645
299,13-03-2008 10.00,1346.1735
300,13-03-2008 11.00,1363.785
301,13-03-2008 12.00,1367.9445
302,13-03-2008 13.00,1361.7495
303,13-03-2008 14.00,1375.29
304,13-03-2008 15.00,1359.537
305,13-03-2008 16.00,1349.448
306,13-03-2008 17.00,1351.1295
307,13-03-2008 18.00,1357.767
308,13-03-2008 19.00,1377.945
309,13-03-2008 20.00,1428.036
310,13-03-2008 21.00,1413.6105
311,13-03-2008 22.00,1367.9445
312,13-03-2008 23.00,1275.0195
313,14-03-2008 0.00,1194.927
314,14-03-2008 1.00,1122.6225
315,14-03-2008 2.00,1079.9655
316,14-03-2008 3.00,1048.6365
317,14-03-2008 4.00,1039.344
318,14-03-2008 5.00,1059.876
319,14-03-2008 6.00,1112.445
320,14-03-2008 7.00,1248.735
321,14-03-2008 8.00,1353.2535
322,14-03-2008 9.00,1367.7675
323,14-03-2008 10.00,1376.883
324,14-03-2008 11.00,1378.122
325,14-03-2008 12.00,1380.8655
326,14-03-2008 13.00,1375.29
327,14-03-2008 14.00,1377.237
328,14-03-2008 15.00,1360.5105
329,14-03-2008 16.00,1346.5275
330,14-03-2008 17.00,1340.5095
331,14-03-2008 18.00,1343.43
332,14-03-2008 19.00,1363.254
333,14-03-2008 20.00,1427.4165
334,14-03-2008 21.00,1410.69
335,14-03-2008 22.00,1368.564
336,14-03-2008 23.00,1287.144
337,15-03-2008 0.00,1200.414
338,15-03-2008 1.00,1129.791
339,15-03-2008 2.00,1076.0715
340,15-03-2008 3.00,1059.522
341,15-03-2008 4.00,1050.2295
342,15-03-2008 5.00,1063.8585
343,15-03-2008 6.00,1122.888
344,15-03-2008 7.00,1245.372
345,15-03-2008 8.00,1342.4565
346,15-03-2008 9.00,1363.8735
347,15-03-2008 10.00,1379.184
348,15-03-2008 11.00,1393.875
349,15-03-2008 12.00,1399.185
350,15-03-2008 13.00,1398.654
351,15-03-2008 14.00,1391.043
352,15-03-2008 15.00,1382.1045
353,15-03-2008 16.00,1365.024
354,15-03-2008 17.00,1357.3245
355,15-03-2008 18.00,1367.7675
356,15-03-2008 19.00,1379.715
357,15-03-2008 20.00,1402.548
358,15-03-2008 21.00,1376.6175
359,15-03-2008 22.00,1341.837
360,15-03-2008 23.00,1286.613
361,16-03-2008 0.00,1201.299
362,16-03-2008 1.00,1130.9415
363,16-03-2008 2.00,1085.9835
364,16-03-2008 3.00,1063.416
365,16-03-2008 4.00,1052.265
366,16-03-2008 5.00,1052.7075
367,16-03-2008 6.00,1073.2395
368,16-03-2008 7.00,1117.578
369,16-03-2008 8.00,1183.8645
370,16-03-2008 9.00,1244.487
371,16-03-2008 10.00,1290.0645
372,16-03-2008 11.00,1305.8175
373,16-03-2008 12.00,1301.0385
374,16-03-2008 13.00,1274.4
375,16-03-2008 14.00,1252.7175
376,16-03-2008 15.00,1239.6195
377,16-03-2008 16.00,1223.247
378,16-03-2008 17.00,1215.9015
379,16-03-2008 18.00,1225.2825
380,16-03-2008 19.00,1249.8855
381,16-03-2008 20.00,1309.1805
382,16-03-2008 21.00,1300.8615
383,16-03-2008 22.00,1272.1875
384,16-03-2008 23.00,1226.1675
385,17-03-2008 0.00,1160.1465
386,17-03-2008 1.00,1097.4
387,17-03-2008 2.00,1070.673
388,17-03-2008 3.00,1059.876
389,17-03-2008 4.00,1052.796
390,17-03-2008 5.00,1056.513
391,17-03-2008 6.00,1075.452
392,17-03-2008 7.00,1106.6925
393,17-03-2008 8.00,1158.3765
394,17-03-2008 9.00,1210.857
395,17-03-2008 10.00,1234.3095
396,17-03-2008 11.00,1216.6095
397,17-03-2008 12.00,1194.042
398,17-03-2008 13.00,1185.4575
399,17-03-2008 14.00,1161.474
400,17-03-2008 15.00,1141.0305
401,17-03-2008 16.00,1123.5075
402,17-03-2008 17.00,1123.1535
403,17-03-2008 18.00,1134.039
404,17-03-2008 19.00,1180.236
405,17-03-2008 20.00,1276.6125
406,17-03-2008 21.00,1299.888
407,17-03-2008 22.00,1271.922
408,17-03-2008 23.00,1230.15
409,18-03-2008 0.00,1171.8285
410,18-03-2008 1.00,1135.455
411,18-03-2008 2.00,1113.684
412,18-03-2008 3.00,1112.976
413,18-03-2008 4.00,1119.9675
414,18-03-2008 5.00,1145.367
415,18-03-2008 6.00,1222.6275
416,18-03-2008 7.00,1372.5465
417,18-03-2008 8.00,1468.746
418,18-03-2008 9.00,1482.906
419,18-03-2008 10.00,1489.5435
420,18-03-2008 11.00,1486.269
421,18-03-2008 12.00,1480.5165
422,18-03-2008 13.00,1473.879
423,18-03-2008 14.00,1468.1265
424,18-03-2008 15.00,1452.108
425,18-03-2008 16.00,1437.771
426,18-03-2008 17.00,1440.6915
427,18-03-2008 18.00,1457.5065
428,18-03-2008 19.00,1481.9325
429,18-03-2008 20.00,1504.7655
430,18-03-2008 21.00,1477.773
431,18-03-2008 22.00,1426.1775
432,18-03-2008 23.00,1340.952
433,19-03-2008 0.00,1242.894
434,19-03-2008 1.00,1162.2705
435,19-03-2008 2.00,1122.7995
436,19-03-2008 3.00,1098.639
437,19-03-2008 4.00,1102.356
438,19-03-2008 5.00,1103.5065
439,19-03-2008 6.00,1164.9255
440,19-03-2008 7.00,1290.2415
441,19-03-2008 8.00,1385.733
442,19-03-2008 9.00,1395.2025
443,19-03-2008 10.00,1394.8485
444,19-03-2008 11.00,1406.8845
445,19-03-2008 12.00,1405.6455
446,19-03-2008 13.00,1399.8045
447,19-03-2008 14.00,1403.1675
448,19-03-2008 15.00,1379.9805
449,19-03-2008 16.00,
450,19-03-2008 17.00,1365.1125
451,19-03-2008 18.00,1358.829
452,19-03-2008 19.00,1380.246
453,19-03-2008 20.00,1430.2485
454,19-03-2008 21.00,1416.4425
455,19-03-2008 22.00,1382.547
456,19-03-2008 23.00,1299.6225
457,20-03-2008 0.00,1209.264
458,20-03-2008 1.00,1132.7115
459,20-03-2008 2.00,1090.4085
460,20-03-2008 3.00,1070.496
461,20-03-2008 4.00,1052.796
462,20-03-2008 5.00,1063.5045
463,20-03-2008 6.00,1123.3305
464,20-03-2008 7.00,1248.735
465,20-03-2008 8.00,1351.926
466,20-03-2008 9.00,1363.431
467,20-03-2008 10.00,1368.741
468,20-03-2008 11.00,1370.157
469,20-03-2008 12.00,1372.5465
470,20-03-2008 13.00,1371.4845
471,20-03-2008 14.00,1369.5375
472,20-03-2008 15.00,1371.927
473,20-03-2008 16.00,1350.864
474,20-03-2008 17.00,1350.9525
475,20-03-2008 18.00,1349.3595
476,20-03-2008 19.00,1377.237
477,20-03-2008 20.00,1422.726
478,20-03-2008 21.00,1408.566
479,20-03-2008 22.00,1364.316
480,20-03-2008 23.00,1284.2235
481,21-03-2008 0.00,1182.8025
482,21-03-2008 1.00,1114.923
483,21-03-2008 2.00,1075.098
484,21-03-2008 3.00,1041.114
485,21-03-2008 4.00,1035.45
486,21-03-2008 5.00,1046.3355
487,21-03-2008 6.00,1114.923
488,21-03-2008 7.00,1251.3015
489,21-03-2008 8.00,1358.298
490,21-03-2008 9.00,1359.006
491,21-03-2008 10.00,1362.2805
492,21-03-2008 11.00,1370.4225
493,21-03-2008 12.00,1373.7855
494,21-03-2008 13.00,1363.1655
495,21-03-2008 14.00,1361.838
496,21-03-2008 15.00,1338.828
497,21-03-2008 16.00,1328.031
498,21-03-2008 17.00,1322.4555
499,21-03-2008 18.00,1326.438
500,21-03-2008 19.00,1357.59
501,21-03-2008 20.00,1409.0085
502,21-03-2008 21.00,1405.911
503,21-03-2008 22.00,1361.661
504,21-03-2008 23.00,1277.6745
505,22-03-2008 0.00,1189.971
506,22-03-2008 1.00,1117.4895
507,22-03-2008 2.00,1082.6205
508,22-03-2008 3.00,1059.2565
509,22-03-2008 4.00,1054.3005
510,22-03-2008 5.00,1075.3635
511,22-03-2008 6.00,1137.048
512,22-03-2008 7.00,1266.435
513,22-03-2008 8.00,1376.706
514,22-03-2008 9.00,1379.538
515,22-03-2008 10.00,1385.4675
516,22-03-2008 11.00,1384.0515
517,22-03-2008 12.00,1373.2545
518,22-03-2008 13.00,1363.254
519,22-03-2008 14.00,1351.3065
520,22-03-2008 15.00,
521,22-03-2008 16.00,1312.278
522,22-03-2008 17.00,1300.5075
523,22-03-2008 18.00,1292.985
524,22-03-2008 19.00,1308.915
525,22-03-2008 20.00,1355.0235
526,22-03-2008 21.00,1333.341
527,22-03-2008 22.00,1305.8175
528,22-03-2008 23.00,1248.735
529,23-03-2008 0.00,1173.864
530,23-03-2008 1.00,1094.1255
531,23-03-2008 2.00,1058.46
532,23-03-2008 3.00,1026.6885
533,23-03-2008 4.00,1023.5025
534,23-03-2008 5.00,1026.6
535,23-03-2008 6.00,1048.6365
536,23-03-2008 7.00,1099.6125
537,23-03-2008 8.00,1161.0315
538,23-03-2008 9.00,1207.848
539,23-03-2008 10.00,1252.983
540,23-03-2008 11.00,1271.6565
541,23-03-2008 12.00,1259.6205
542,23-03-2008 13.00,1240.947
543,23-03-2008 14.00,1233.6015
544,23-03-2008 15.00,1209.3525
545,23-03-2008 16.00,1197.3165
546,23-03-2008 17.00,1202.2725
547,23-03-2008 18.00,1211.8305
548,23-03-2008 19.00,1235.637
549,23-03-2008 20.00,1269.444
550,23-03-2008 21.00,
551,23-03-2008 22.00,1222.539
552,23-03-2008 23.00,1170.501
553,24-03-2008 0.00,1096.2495
554,24-03-2008 1.00,1038.99
555,24-03-2008 2.00,991.9965
556,24-03-2008 3.00,963.057
557,24-03-2008 4.00,956.862
558,24-03-2008 5.00,
559,24-03-2008 6.00,965.4465
560,24-03-2008 7.00,988.545
561,24-03-2008 8.00,1037.8395
562,24-03-2008 9.00,1079.4345
563,24-03-2008 10.00,1111.8255
564,24-03-2008 11.00,1137.1365
565,24-03-2008 12.00,1151.031
566,24-03-2008 13.00,1159.527
567,24-03-2008 14.00,1157.1375
568,24-03-2008 15.00,
569,24-03-2008 16.00,1132.623
570,24-03-2008 17.00,1134.57
571,24-03-2008 18.00,1152.624
572,24-03-2008 19.00,1183.1565
573,24-03-2008 20.00,1260.594
574,24-03-2008 21.00,1245.9915
575,24-03-2008 22.00,1212.273
576,24-03-2008 23.00,
577,25-03-2008 0.00,1107.489
578,25-03-2008 1.00,1060.6725
579,25-03-2008 2.00,1038.105
580,25-03-2008 3.00,1026.8655
581,25-03-2008 4.00,1038.459
582,25-03-2008 5.00,1053.327
583,25-03-2008 6.00,1123.6845
584,25-03-2008 7.00,1270.4175
585,25-03-2008 8.00,1374.6705
586,25-03-2008 9.00,1383.8745
587,25-03-2008 10.00,1388.1225
588,25-03-2008 11.00,1392.1935
589,25-03-2008 12.00,1393.2555
590,25-03-2008 13.00,1385.733
591,25-03-2008 14.00,1385.91
592,25-03-2008 15.00,1376.7945
593,25-03-2008 16.00,1366.971
594,25-03-2008 17.00,1365.555
595,25-03-2008 18.00,1353.873
596,25-03-2008 19.00,1369.98
597,25-03-2008 20.00,1432.5495
598,25-03-2008 21.00,1414.8495
599,25-03-2008 22.00,1367.148
600,25-03-2008 23.00,1277.8515
601,26-03-2008 0.00,1187.7585
602,26-03-2008 1.00,1128.6405
603,26-03-2008 2.00,1087.3995
604,26-03-2008 3.00,1070.9385
605,26-03-2008 4.00,1065.0975
606,26-03-2008 5.00,1093.0635
607,26-03-2008 6.00,1155.633
608,26-03-2008 7.00,1301.835
609,26-03-2008 8.00,1410.336
610,26-03-2008 9.00,1408.4775
611,26-03-2008 10.00,1396.176
612,26-03-2008 11.00,1390.7775
613,26-03-2008 12.00,1379.538
614,26-03-2008 13.00,1372.1925
615,26-03-2008 14.00,1372.635
616,26-03-2008 15.00,1362.8115
617,26-03-2008 16.00,1350.5985
618,26-03-2008 17.00,1340.598
619,26-03-2008 18.00,1335.0225
620,26-03-2008 19.00,1374.936
621,26-03-2008 20.00,1435.647
622,26-03-2008 21.00,1426.443
623,26-03-2008 22.00,1384.14
624,26-03-2008 23.00,1293.9585
625,27-03-2008 0.00,1201.83
626,27-03-2008 1.00,1119.702
627,27-03-2008 2.00,1080.6735
628,27-03-2008 3.00,1053.681
629,27-03-2008 4.00,1046.601
630,27-03-2008 5.00,1060.1415
631,27-03-2008 6.00,1127.5785
632,27-03-2008 7.00,1248.381
633,27-03-2008 8.00,1350.333
634,27-03-2008 9.00,1368.1215
635,27-03-2008 10.00,1366.263
636,27-03-2008 11.00,1372.281
637,27-03-2008 12.00,1371.6615
638,27-03-2008 13.00,1373.874
639,27-03-2008 14.00,1366.5285
640,27-03-2008 15.00,1348.917
641,27-03-2008 16.00,1332.987
642,27-03-2008 17.00,1333.0755
643,27-03-2008 18.00,1335.0225
644,27-03-2008 19.00,1367.5905
645,27-03-2008 20.00,1416.708
646,27-03-2008 21.00,1404.7605
647,27-03-2008 22.00,1363.608
648,27-03-2008 23.00,1279.002
649,28-03-2008 0.00,1188.2895
650,28-03-2008 1.00,1115.454
651,28-03-2008 2.00,1073.2395
652,28-03-2008 3.00,1045.6275
653,28-03-2008 4.00,1032.8835
654,28-03-2008 5.00,1050.318
655,28-03-2008 6.00,1112.799
656,28-03-2008 7.00,1250.859
657,28-03-2008 8.00,1346.3505
658,28-03-2008 9.00,1350.5985
659,28-03-2008 10.00,1357.3245
660,28-03-2008 11.00,1362.8115
661,28-03-2008 12.00,1359.2715
662,28-03-2008 13.00,1362.9885
663,28-03-2008 14.00,1359.714
664,28-03-2008 15.00,1350.51
665,28-03-2008 16.00,1340.1555
666,28-03-2008 17.00,1329.978
667,28-03-2008 18.00,1319.358
668,28-03-2008 19.00,1335.5535
669,28-03-2008 20.00,1383.8745
670,28-03-2008 21.00,
671,28-03-2008 22.00,1354.8465
672,28-03-2008 23.00,1270.2405
673,29-03-2008 0.00,1181.9175
674,29-03-2008 1.00,1107.135
675,29-03-2008 2.00,1063.947
676,29-03-2008 3.00,1040.1405
677,29-03-2008 4.00,1020.405
678,29-03-2008 5.00,1039.344
679,29-03-2008 6.00,1093.4175
680,29-03-2008 7.00,1226.6985
681,29-03-2008 8.00,1331.04
682,29-03-2008 9.00,1353.6075
683,29-03-2008 10.00,1370.9535
684,29-03-2008 11.00,1375.2015
685,29-03-2008 12.00,1374.405
686,29-03-2008 13.00,1378.0335
687,29-03-2008 14.00,1372.3695
688,29-03-2008 15.00,1362.6345
689,29-03-2008 16.00,1333.7835
690,29-03-2008 17.00,1339.359
691,29-03-2008 18.00,1322.367
692,29-03-2008 19.00,1336.6155
693,29-03-2008 20.00,1368.21
694,29-03-2008 21.00,1345.023
695,29-03-2008 22.00,1308.207
696,29-03-2008 23.00,1244.0445
697,30-03-2008 0.00,1157.934
698,30-03-2008 1.00,1079.7
699,30-03-2008 2.00,
700,30-03-2008 3.00,999.7845
701,30-03-2008 4.00,976.686
702,30-03-2008 5.00,973.146
703,30-03-2008 6.00,992.262
704,30-03-2008 7.00,1033.9455
705,30-03-2008 8.00,1098.816
706,30-03-2008 9.00,1150.677
707,30-03-2008 10.00,1201.122
708,30-03-2008 11.00,1239.354
709,30-03-2008 12.00,1244.841
710,30-03-2008 13.00,1234.398
711,30-03-2008 14.00,1218.0255
712,30-03-2008 15.00,1201.122
713,30-03-2008 16.00,1199.0865
714,30-03-2008 17.00,1201.5645
715,30-03-2008 18.00,1196.343
716,30-03-2008 19.00,1211.034
717,30-03-2008 20.00,1237.053
718,30-03-2008 21.00,1232.7165
719,30-03-2008 22.00,1196.4315
720,30-03-2008 23.00,1141.827
721,31-03-2008 0.00,1078.5495
722,31-03-2008 1.00,1011.8205
723,31-03-2008 2.00,1137.663813
724,31-03-2008 3.00,913.143
725,31-03-2008 4.00,908.2755
726,31-03-2008 5.00,911.196
727,31-03-2008 6.00,929.958
728,31-03-2008 7.00,971.2875
729,31-03-2008 8.00,1021.998
730,31-03-2008 9.00,1079.877
731,31-03-2008 10.00,1121.3835
732,31-03-2008 11.00,1130.145
733,31-03-2008 12.00,1134.6585
734,31-03-2008 13.00,1134.747
735,31-03-2008 14.00,1141.827
736,31-03-2008 15.00,1132.977
737,31-03-2008 16.00,1122.888
738,31-03-2008 17.00,
739,31-03-2008 18.00,1184.13
740,31-03-2008 19.00,1244.9295
741,31-03-2008 20.00,1232.805
742,31-03-2008 21.00,1225.1055
743,31-03-2008 22.00,1180.6785
744,31-03-2008 23.00,1135.5435
745,01-04-2008 0.00,1078.0185
746,01-04-2008 1.00,1038.105
747,01-04-2008 2.00,1011.909
748,01-04-2008 3.00,1007.3955
749,01-04-2008 4.00,1006.422
750,01-04-2008 5.00,1035.1845
751,01-04-2008 6.00,1128.4635
752,01-04-2008 7.00,1284.4005
753,01-04-2008 8.00,1354.05
754,01-04-2008 9.00,1368.8295
755,01-04-2008 10.00,1383.255
756,01-04-2008 11.00,1396.707
757,01-04-2008 12.00,1367.502
758,01-04-2008 13.00,1357.944
759,01-04-2008 14.00,1355.112
